Date,key,value
2020-04-02T18:00:00.00+05:30,total_confirmed_cases,2069
2020-04-03T09:00:00.00+05:30,active_cases,2070
2020-04-03T09:00:00.00+05:30,cured,157
2020-04-03T09:00:00.00+05:30,death,56
2020-04-03T09:00:00.00+05:30,total_confirmed_cases,2283
2020-04-03T18:00:00.00+05:30,active_cases,2245
2020-04-03T18:00:00.00+05:30,cured,163
2020-04-03T18:00:00.00+05:30,death,62
2020-04-03T18:00:00.00+05:30,total_confirmed_cases,2470
2020-04-04T09:00:00.00+05:30,active_cases,2650
2020-04-04T09:00:00.00+05:30,cured,184
2020-04-04T09:00:00.00+05:30,death,68
2020-04-04T09:00:00.00+05:30,total_confirmed_cases,2902
2020-04-04T18:00:00.00+05:30,active_cases,2784
2020-04-04T18:00:00.00+05:30,cured,213
2020-04-04T18:00:00.00+05:30,death,75
2020-04-04T18:00:00.00+05:30,total_confirmed_cases,3072
2020-04-05T09:00:00.00+05:30,active_cases,3030
2020-04-05T09:00:00.00+05:30,cured,267
2020-04-05T09:00:00.00+05:30,death,77
2020-04-05T09:00:00.00+05:30,total_confirmed_cases,3374
2020-04-05T18:00:00.00+05:30,active_cases,3219
2020-04-05T18:00:00.00+05:30,cured,275
2020-04-05T18:00:00.00+05:30,death,83
2020-04-05T18:00:00.00+05:30,total_confirmed_cases,3577
2020-04-06T09:00:00.00+05:30,active_cases,3666
2020-04-06T09:00:00.00+05:30,cured,292
2020-04-06T09:00:00.00+05:30,death,109
2020-04-06T09:00:00.00+05:30,total_confirmed_cases,4067
2020-04-06T18:00:00.00+05:30,active_cases,3851
2020-04-06T18:00:00.00+05:30,cured,319
2020-04-06T18:00:00.00+05:30,death,111
2020-04-06T18:00:00.00+05:30,total_confirmed_cases,4281
2020-04-07T09:00:00.00+05:30,active_cases,3981
2020-04-07T09:00:00.00+05:30,cured,326
2020-04-07T09:00:00.00+05:30,death,114
2020-04-07T09:00:00.00+05:30,total_confirmed_cases,4421
2020-04-07T18:00:00.00+05:30,active_cases,4312
2020-04-07T18:00:00.00+05:30,cured,353
2020-04-07T18:00:00.00+05:30,death,124
2020-04-07T18:00:00.00+05:30,total_confirmed_cases,4789
2020-04-08T08:00:00.00+05:30,active_cases,4643
2020-04-08T08:00:00.00+05:30,cured,402
2020-04-08T08:00:00.00+05:30,death,149
2020-04-08T08:00:00.00+05:30,total_confirmed_cases,5194
2020-04-08T17:00:00.00+05:30,active_cases,4714
2020-04-08T17:00:00.00+05:30,cured,411
2020-04-08T17:00:00.00+05:30,death,149
2020-04-08T17:00:00.00+05:30,total_confirmed_cases,5274
2020-04-09T08:00:00.00+05:30,active_cases,5095
2020-04-09T08:00:00.00+05:30,cured,473
2020-04-09T08:00:00.00+05:30,death,166
2020-04-09T08:00:00.00+05:30,total_confirmed_cases,5734
2020-04-09T17:00:00.00+05:30,active_cases,5218
2020-04-09T17:00:00.00+05:30,cured,478
2020-04-09T17:00:00.00+05:30,death,169
2020-04-09T17:00:00.00+05:30,total_confirmed_cases,5865
2020-04-10T08:00:00.00+05:30,active_cases,5709
2020-04-10T08:00:00.00+05:30,cured,504
2020-04-10T08:00:00.00+05:30,death,199
2020-04-10T08:00:00.00+05:30,total_confirmed_cases,6412
2020-04-10T17:00:00.00+05:30,active_cases,6039
2020-04-10T17:00:00.00+05:30,cured,516
2020-04-10T17:00:00.00+05:30,death,206
2020-04-10T17:00:00.00+05:30,total_confirmed_cases,6761
2020-04-11T08:00:00.00+05:30,active_cases,6565
2020-04-11T08:00:00.00+05:30,cured,643
2020-04-11T08:00:00.00+05:30,death,239
2020-04-11T08:00:00.00+05:30,total_confirmed_cases,7447
2020-04-11T17:00:00.00+05:30,active_cases,6634
2020-04-11T17:00:00.00+05:30,cured,653
2020-04-11T17:00:00.00+05:30,death,242
2020-04-11T17:00:00.00+05:30,total_confirmed_cases,7529
2020-04-12T08:00:00.00+05:30,active_cases,7367
2020-04-12T08:00:00.00+05:30,cured,716
2020-04-12T08:00:00.00+05:30,death,273
2020-04-12T08:00:00.00+05:30,total_confirmed_cases,8356
2020-04-12T17:00:00.00+05:30,active_cases,7409
2020-04-12T17:00:00.00+05:30,cured,765
2020-04-12T17:00:00.00+05:30,death,273
2020-04-12T17:00:00.00+05:30,total_confirmed_cases,8447
2020-04-13T08:00:00.00+05:30,active_cases,7987
2020-04-13T08:00:00.00+05:30,cured,857
2020-04-13T08:00:00.00+05:30,death,308
2020-04-13T08:00:00.00+05:30,total_confirmed_cases,9152
2020-04-13T17:00:00.00+05:30,active_cases,8048
2020-04-13T17:00:00.00+05:30,cured,980
2020-04-13T17:00:00.00+05:30,death,324
2020-04-13T17:00:00.00+05:30,total_confirmed_cases,9352
2020-04-14T08:00:00.00+05:30,active_cases,8988
2020-04-14T08:00:00.00+05:30,cured,1036
2020-04-14T08:00:00.00+05:30,death,339
2020-04-14T08:00:00.00+05:30,total_confirmed_cases,10363
2020-04-14T17:00:00.00+05:30,active_cases,9272
2020-04-14T17:00:00.00+05:30,cured,1190
2020-04-14T17:00:00.00+05:30,death,353
2020-04-14T17:00:00.00+05:30,total_confirmed_cases,10815
2020-04-15T08:00:00.00+05:30,active_cases,9756
2020-04-15T08:00:00.00+05:30,cured,1306
2020-04-15T08:00:00.00+05:30,death,377
2020-04-15T08:00:00.00+05:30,total_confirmed_cases,11439
2020-04-15T17:00:00.00+05:30,active_cases,10197
2020-04-15T17:00:00.00+05:30,cured,1344
2020-04-15T17:00:00.00+05:30,death,392
2020-04-15T17:00:00.00+05:30,total_confirmed_cases,11933
2020-04-16T08:00:00.00+05:30,active_cases,10477
2020-04-16T08:00:00.00+05:30,cured,1489
2020-04-16T08:00:00.00+05:30,death,414
2020-04-16T08:00:00.00+05:30,total_confirmed_cases,12380
2020-04-16T17:00:00.00+05:30,active_cases,10824
2020-04-16T17:00:00.00+05:30,cured,1515
2020-04-16T17:00:00.00+05:30,death,420
2020-04-16T17:00:00.00+05:30,total_confirmed_cases,12759
2020-04-17T08:00:00.00+05:30,active_cases,11201
2020-04-17T08:00:00.00+05:30,cured,1749
2020-04-17T08:00:00.00+05:30,death,437
2020-04-17T08:00:00.00+05:30,total_confirmed_cases,13387
2020-04-17T17:00:00.00+05:30,active_cases,11616
2020-04-17T17:00:00.00+05:30,cured,1767
2020-04-17T17:00:00.00+05:30,death,452
2020-04-17T17:00:00.00+05:30,total_confirmed_cases,13835
2020-04-18T08:00:00.00+05:30,active_cases,11906
2020-04-18T08:00:00.00+05:30,cured,1992
2020-04-18T08:00:00.00+05:30,death,480
2020-04-18T08:00:00.00+05:30,total_confirmed_cases,14378
2020-04-18T17:00:00.00+05:30,active_cases,12289
2020-04-18T17:00:00.00+05:30,cured,2015
2020-04-18T17:00:00.00+05:30,death,488
2020-04-18T17:00:00.00+05:30,total_confirmed_cases,14792
2020-04-19T08:00:00.00+05:30,active_cases,12974
2020-04-19T08:00:00.00+05:30,cured,2231
2020-04-19T08:00:00.00+05:30,death,507
2020-04-19T08:00:00.00+05:30,total_confirmed_cases,15712
2020-04-19T17:00:00.00+05:30,active_cases,13295
2020-04-19T17:00:00.00+05:30,cured,2302
2020-04-19T17:00:00.00+05:30,death,519
2020-04-19T17:00:00.00+05:30,total_confirmed_cases,16116
2020-04-20T08:00:00.00+05:30,active_cases,14175
2020-04-20T08:00:00.00+05:30,cured,2547
2020-04-20T08:00:00.00+05:30,death,543
2020-04-20T08:00:00.00+05:30,total_confirmed_cases,17265
2020-04-20T17:00:00.00+05:30,active_cases,14255
2020-04-20T17:00:00.00+05:30,cured,2842
2020-04-20T17:00:00.00+05:30,death,559
2020-04-20T17:00:00.00+05:30,total_confirmed_cases,17656
2020-04-21T08:00:00.00+05:30,active_cases,14759
2020-04-21T08:00:00.00+05:30,cured,3252
2020-04-21T08:00:00.00+05:30,death,590
2020-04-21T08:00:00.00+05:30,total_confirmed_cases,18601
2020-04-21T17:00:00.00+05:30,active_cases,15122
2020-04-21T17:00:00.00+05:30,cured,3260
2020-04-21T17:00:00.00+05:30,death,603
2020-04-21T17:00:00.00+05:30,total_confirmed_cases,18985
2020-04-22T08:00:00.00+05:30,active_cases,15474
2020-04-22T08:00:00.00+05:30,cured,3870
2020-04-22T08:00:00.00+05:30,death,640
2020-04-22T08:00:00.00+05:30,total_confirmed_cases,19984
2020-04-22T17:00:00.00+05:30,active_cases,15859
2020-04-22T17:00:00.00+05:30,cured,3960
2020-04-22T17:00:00.00+05:30,death,652
2020-04-22T17:00:00.00+05:30,total_confirmed_cases,20471
2020-04-23T08:00:00.00+05:30,active_cases,16454
2020-04-23T08:00:00.00+05:30,cured,4258
2020-04-23T08:00:00.00+05:30,death,681
2020-04-23T08:00:00.00+05:30,total_confirmed_cases,21393
2020-04-23T17:00:00.00+05:30,active_cases,16689
2020-04-23T17:00:00.00+05:30,cured,4325
2020-04-23T17:00:00.00+05:30,death,686
2020-04-23T17:00:00.00+05:30,total_confirmed_cases,21700
2020-04-24T08:00:00.00+05:30,active_cases,17610
2020-04-24T08:00:00.00+05:30,cured,4749
2020-04-24T08:00:00.00+05:30,death,718
2020-04-24T08:00:00.00+05:30,total_confirmed_cases,23077
2020-04-24T17:00:00.00+05:30,active_cases,17915
2020-04-24T17:00:00.00+05:30,cured,4814
2020-04-24T17:00:00.00+05:30,death,723
2020-04-24T17:00:00.00+05:30,total_confirmed_cases,23452
2020-04-25T08:00:00.00+05:30,active_cases,18668
2020-04-25T08:00:00.00+05:30,cured,5063
2020-04-25T08:00:00.00+05:30,death,775
2020-04-25T08:00:00.00+05:30,total_confirmed_cases,24506
2020-04-25T17:00:00.00+05:30,active_cases,18904
2020-04-25T17:00:00.00+05:30,cured,5210
2020-04-25T17:00:00.00+05:30,death,779
2020-04-25T17:00:00.00+05:30,total_confirmed_cases,24893
2020-04-26T08:00:00.00+05:30,active_cases,19868
2020-04-26T08:00:00.00+05:30,cured,5804
2020-04-26T08:00:00.00+05:30,death,824
2020-04-26T08:00:00.00+05:30,total_confirmed_cases,26496
2020-04-26T17:00:00.00+05:30,active_cases,19865
2020-04-26T17:00:00.00+05:30,cured,5914
2020-04-26T17:00:00.00+05:30,death,826
2020-04-26T17:00:00.00+05:30,total_confirmed_cases,26605
2020-04-27T08:00:00.00+05:30,active_cases,20835
2020-04-27T08:00:00.00+05:30,cured,6185
2020-04-27T08:00:00.00+05:30,death,872
2020-04-27T08:00:00.00+05:30,total_confirmed_cases,27892
2020-04-27T17:00:00.00+05:30,active_cases,20912
2020-04-27T17:00:00.00+05:30,cured,6362
2020-04-27T17:00:00.00+05:30,death,886
2020-04-27T17:00:00.00+05:30,total_confirmed_cases,28160
2020-04-28T08:00:00.00+05:30,active_cases,21632
2020-04-28T08:00:00.00+05:30,cured,6869
2020-04-28T08:00:00.00+05:30,death,934
2020-04-28T08:00:00.00+05:30,total_confirmed_cases,29435
2020-04-28T17:00:00.00+05:30,active_cases,21870
2020-04-28T17:00:00.00+05:30,cured,7027
2020-04-28T17:00:00.00+05:30,death,937
2020-04-28T17:00:00.00+05:30,total_confirmed_cases,29834
2020-04-29T08:00:00.00+05:30,active_cases,22629
2020-04-29T08:00:00.00+05:30,cured,7696
2020-04-29T08:00:00.00+05:30,death,1007
2020-04-29T08:00:00.00+05:30,total_confirmed_cases,31332
2020-04-29T17:00:00.00+05:30,active_cases,22904
2020-04-29T17:00:00.00+05:30,cured,7797
2020-04-29T17:00:00.00+05:30,death,1008
2020-04-29T17:00:00.00+05:30,total_confirmed_cases,31709
2020-04-30T08:00:00.00+05:30,active_cases,23651
2020-04-30T08:00:00.00+05:30,cured,8325
2020-04-30T08:00:00.00+05:30,death,1074
2020-04-30T08:00:00.00+05:30,total_confirmed_cases,33050
2020-04-30T17:00:00.00+05:30,active_cases,23882
2020-04-30T17:00:00.00+05:30,cured,8373
2020-04-30T17:00:00.00+05:30,death,1075
2020-04-30T17:00:00.00+05:30,total_confirmed_cases,33330
2020-05-01T08:00:00.00+05:30,active_cases,24716
2020-05-01T08:00:00.00+05:30,cured,8889
2020-05-01T08:00:00.00+05:30,death,1147
2020-05-01T08:00:00.00+05:30,total_confirmed_cases,34752
2020-05-01T17:00:00.00+05:30,active_cases,24755
2020-05-01T17:00:00.00+05:30,cured,9065
2020-05-01T17:00:00.00+05:30,death,1152
2020-05-01T17:00:00.00+05:30,total_confirmed_cases,34972
2020-05-02T08:00:00.00+05:30,active_cases,25988
2020-05-02T08:00:00.00+05:30,cured,9951
2020-05-02T08:00:00.00+05:30,death,1218
2020-05-02T08:00:00.00+05:30,total_confirmed_cases,37157
2020-05-02T17:00:00.00+05:30,active_cases,26430
2020-05-02T17:00:00.00+05:30,cured,10018
2020-05-02T17:00:00.00+05:30,death,1223
2020-05-02T17:00:00.00+05:30,total_confirmed_cases,37671
2020-05-03T08:00:00.00+05:30,active_cases,27922
2020-05-03T08:00:00.00+05:30,cured,10633
2020-05-03T08:00:00.00+05:30,death,1301
2020-05-03T08:00:00.00+05:30,total_confirmed_cases,39856
2020-05-03T17:00:00.00+05:30,active_cases,27931
2020-05-03T17:00:00.00+05:30,cured,10887
2020-05-03T17:00:00.00+05:30,death,1306
2020-05-03T17:00:00.00+05:30,total_confirmed_cases,40124
2020-05-04T08:00:00.00+05:30,active_cases,29453
2020-05-04T08:00:00.00+05:30,cured,11707
2020-05-04T08:00:00.00+05:30,death,1373
2020-05-04T08:00:00.00+05:30,total_confirmed_cases,42533
2020-05-04T17:00:00.00+05:30,active_cases,29685
2020-05-04T17:00:00.00+05:30,cured,11762
2020-05-04T17:00:00.00+05:30,death,1389
2020-05-04T17:00:00.00+05:30,total_confirmed_cases,42836
2020-05-05T08:00:00.00+05:30,active_cases,32138
2020-05-05T08:00:00.00+05:30,cured,12727
2020-05-05T08:00:00.00+05:30,death,1568
2020-05-05T08:00:00.00+05:30,total_confirmed_cases,46433
2020-05-05T17:00:00.00+05:30,active_cases,31967
2020-05-05T17:00:00.00+05:30,cured,13161
2020-05-05T17:00:00.00+05:30,death,1583
2020-05-05T17:00:00.00+05:30,total_confirmed_cases,46711
2020-05-06T08:00:00.00+05:30,active_cases,33514
2020-05-06T08:00:00.00+05:30,cured,14183
2020-05-06T08:00:00.00+05:30,death,1694
2020-05-06T08:00:00.00+05:30,total_confirmed_cases,49391
2020-05-07T08:00:00.00+05:30,active_cases,35902
2020-05-07T08:00:00.00+05:30,cured,15267
2020-05-07T08:00:00.00+05:30,death,1783
2020-05-07T08:00:00.00+05:30,total_confirmed_cases,52952
2020-05-08T08:00:00.00+05:30,active_cases,37916
2020-05-08T08:00:00.00+05:30,cured,16540
2020-05-08T08:00:00.00+05:30,death,1886
2020-05-08T08:00:00.00+05:30,total_confirmed_cases,56342
2020-05-09T08:00:00.00+05:30,active_cases,39834
2020-05-09T08:00:00.00+05:30,cured,17847
2020-05-09T08:00:00.00+05:30,death,1981
2020-05-09T08:00:00.00+05:30,total_confirmed_cases,59662
2020-05-10T08:00:00.00+05:30,active_cases,41472
2020-05-10T08:00:00.00+05:30,cured,19358
2020-05-10T08:00:00.00+05:30,death,2109
2020-05-10T08:00:00.00+05:30,total_confirmed_cases,62939
2020-05-11T08:00:00.00+05:30,active_cases,44029
2020-05-11T08:00:00.00+05:30,cured,20917
2020-05-11T08:00:00.00+05:30,death,2206
2020-05-11T08:00:00.00+05:30,total_confirmed_cases,67152
2020-05-12T08:00:00.00+05:30,active_cases,46008
2020-05-12T08:00:00.00+05:30,cured,22455
2020-05-12T08:00:00.00+05:30,death,2293
2020-05-12T08:00:00.00+05:30,total_confirmed_cases,70756
2020-05-13T08:00:00.00+05:30,active_cases,47480
2020-05-13T08:00:00.00+05:30,cured,24386
2020-05-13T08:00:00.00+05:30,death,2415
2020-05-13T08:00:00.00+05:30,total_confirmed_cases,74281
2020-05-14T08:00:00.00+05:30,active_cases,49219
2020-05-14T08:00:00.00+05:30,cured,26235
2020-05-14T08:00:00.00+05:30,death,2549
2020-05-14T08:00:00.00+05:30,total_confirmed_cases,78003
